Date.Local,lax.ozone.Mean,lax.ozone.Max.Value,lax.ozone.Max.Hour,lax.ozone.AQI,lax.nitrogen.Mean,lax.nitrogen.Max.Value,lax.nitrogen.Max.Hour,lax.nitrogen.AQI,lax.pm.Max.Value,lax.pm.Max.Hour,lax.pm.Mean,lax.pm.AQI,lax.temp.Mean,lax.temp.Max.Value,lax.temp.Max.Hour,lax.rh.Mean,lax.rh.Max.Value,lax.rh.Max.Hour
12/31/15,0.017083,0.03,9,28,32.165217,44.6,19,42,NA,NA,NA,NA,52.708333,65.5,15,36.25,63,3
1/1/16,0.019824,0.037,9,34,22.969565,35.7,21,33,NA,NA,NA,NA,53.129167,65,14,23.625,36,1
1/2/16,0.012941,0.027,9,25,28.986957,44.1,19,42,NA,NA,NA,NA,54.408333,64.9,14,30.916667,52,21
1/3/16,0.018765,0.037,10,34,28.991304,43.5,19,41,NA,NA,NA,NA,53.329167,61.2,14,53.583333,66,21
1/4/16,0.016882,0.032,11,30,26.713043,38.2,20,36,NA,NA,NA,NA,59.429167,67.8,14,56.083333,71,21
1/5/16,0.0147,0.017,15,16,24.61875,38.9,0,36,NA,NA,NA,NA,55.704167,58,15,81.083333,96,12
1/6/16,0.017765,0.023,10,21,21.856522,39.3,19,37,NA,NA,NA,NA,50.404167,56.2,13,84,91,11
1/7/16,0.023154,0.03,11,28,19.416667,35.9,7,33,NA,NA,NA,NA,52.333333,58,16,68.166667,92,3
1/8/16,0.013353,0.029,10,27,22.765217,39.6,19,37,NA,NA,NA,NA,52.5375,60.8,14,56.416667,76,5
1/9/16,0.023294,0.028,11,26,21.382609,31.8,2,29,NA,NA,NA,NA,52.558333,59.2,14,66.083333,80,19
1/10/16,0.018176,0.032,10,30,16.517391,29.6,22,27,NA,NA,NA,NA,55.4375,60.7,13,74.583333,87,5
1/11/16,0.009706,0.021,10,19,28.952174,42,19,40,NA,NA,NA,NA,55.533333,64.1,13,60.041667,86,5
1/12/16,0.012824,0.027,10,25,31.913636,45.8,7,42,NA,NA,NA,NA,54.491667,69.8,13,46.333333,74,21
1/13/16,0.008471,0.017,9,16,31.404545,47.6,10,44,NA,NA,NA,NA,54.583333,65.4,13,62.416667,89,19
1/14/16,0.012765,0.023,11,21,25.609091,34,22,32,NA,NA,NA,NA,56.275,63.7,13,73.666667,87,23
1/15/16,0.013294,0.018,9,17,25.613636,30.8,16,28,NA,NA,NA,NA,56.9375,63.4,14,76.375,88,0
1/16/16,0.016882,0.03,11,28,20.481818,31.5,21,29,NA,NA,NA,NA,58.354167,64.9,13,75.083333,87,23
1/17/16,0.017529,0.035,11,32,21.75,32.6,21,30,NA,NA,NA,NA,58.004167,68.7,12,76.583333,91,3
1/18/16,0.015941,0.019,17,18,19.390909,28.9,12,26,NA,NA,NA,NA,57.3125,62.3,13,88.208333,99,4
1/19/16,0.010706,0.017,13,16,19.445455,27.9,11,25,NA,NA,NA,NA,58.816667,63.1,13,81.75,91,5
1/20/16,0.010235,0.021,10,19,21.743478,29.8,20,27,NA,NA,NA,NA,60.9875,67.6,13,76.541667,91,0
1/21/16,0.008294,0.018,9,17,32.491304,48.9,18,45,NA,NA,NA,NA,62.016667,77.5,14,51.083333,87,3
1/22/16,0.007765,0.014,9,13,35.034783,46.3,18,43,NA,NA,NA,NA,59.516667,71.2,13,56.625,83,22
1/23/16,0.011,0.02,11,19,27.752174,40,12,38,NA,NA,NA,NA,56.970833,63,13,72.041667,83,21
1/24/16,0.021412,0.037,10,34,17.578261,31.3,22,29,NA,NA,NA,NA,55.654167,65.3,14,65.125,88,6
1/25/16,0.012235,0.027,10,25,32.573913,46.3,18,43,NA,NA,NA,NA,58.583333,70.7,13,48.041667,70,3
1/26/16,0.013118,0.028,10,26,34.545455,49,19,46,NA,NA,NA,NA,59.133333,71.6,12,35.833333,56,5
1/27/16,0.008059,0.017,9,16,39.308696,47.9,17,44,NA,NA,NA,NA,60.745833,72.8,15,24.166667,34,3
1/28/16,0.009059,0.018,10,17,39.604348,48.7,19,45,NA,NA,NA,NA,61.145833,75.7,14,30.75,47,22
1/29/16,0.007059,0.015,9,14,42.317391,55.6,13,52,NA,NA,NA,NA,60.516667,71.3,13,56.333333,83,23
1/30/16,0.022,0.026,23,24,20.556522,33.5,0,31,NA,NA,NA,NA,58.745833,65.3,14,78.541667,93,7
1/31/16,0.032353,0.036,20,33,10.4,19.8,3,18,NA,NA,NA,NA,54.770833,58.5,0,72.875,94,9
2/1/16,0.031706,0.037,9,34,7.591304,16.7,6,15,NA,NA,NA,NA,51.420833,56.9,14,31.5,45,5
2/2/16,0.013588,0.028,10,26,28.781818,45.1,8,42,NA,NA,NA,NA,50.583333,59.4,13,39.708333,62,23
2/3/16,0.015471,0.031,10,29,27.395455,42,21,40,NA,NA,NA,NA,53.333333,64.4,15,47.75,69,3
2/4/16,0.012412,0.026,10,24,32.626087,45.6,20,42,NA,NA,NA,NA,57.275,69.3,14,31.958333,48,3
2/5/16,0.013412,0.03,10,28,35.065217,48.9,18,45,NA,NA,NA,NA,61.591667,76.8,14,27.333333,50,4
2/6/16,0.018353,0.037,10,34,30.608696,49.6,19,46,NA,NA,NA,NA,63.391667,78.5,14,24.208333,38,2
2/7/16,0.020706,0.045,10,42,29.126087,48.7,19,45,NA,NA,NA,NA,67.029167,85,14,22.625,39,7
2/8/16,0.014588,0.033,10,31,36.134783,57.4,9,54,NA,NA,NA,NA,70.7875,88.3,14,22.875,41,6
2/9/16,0.015118,0.03,10,28,37.963636,53.8,20,50,NA,NA,NA,NA,71.720833,89.9,15,21.75,37,4
2/10/16,0.014235,0.032,10,30,37.33913,56.1,20,53,NA,NA,NA,NA,72.1875,89.4,14,21.625,31,21
2/11/16,0.015353,0.034,10,31,42.656522,61,20,58,NA,NA,NA,NA,70.6625,87.1,14,25.791667,42,23
2/12/16,0.020353,0.044,11,41,45.836364,61.7,20,58,NA,NA,NA,NA,68.891667,86.6,13,32.583333,54,23
2/13/16,0.024529,0.051,11,47,44.947826,62.4,12,60,NA,NA,NA,NA,63.3875,76.6,12,49,73,20
2/14/16,0.023529,0.053,11,49,39.317391,61.5,20,58,NA,NA,NA,NA,67.520833,83.3,14,39.625,61,6
2/15/16,0.017,0.04,11,37,36.709091,52.7,20,49,NA,NA,NA,NA,72.6375,89.9,14,30.458333,47,5
2/16/16,0.024412,0.048,11,44,34.5625,50.2,21,47,NA,NA,NA,NA,72.7375,90.9,14,26.583333,43,1
2/17/16,0.026353,0.032,21,30,32.456522,51.9,8,48,NA,NA,NA,NA,63.0625,74.8,11,54,81,16
2/18/16,0.017118,0.033,10,31,18.943478,39.7,21,37,NA,NA,NA,NA,60.283333,67.6,13,69.5,93,7
2/19/16,0.017588,0.033,10,31,25.069565,36,21,34,NA,NA,NA,NA,59.083333,68.3,13,65.416667,84,3
2/20/16,0.020824,0.04,11,37,24.178261,34.7,21,32,NA,NA,NA,NA,59.758333,71.9,13,61.833333,81,3
2/21/16,0.021941,0.045,10,42,23.977273,36,21,34,NA,NA,NA,NA,60.691667,72.5,12,65.333333,83,23
2/22/16,0.018235,0.037,9,34,36.959091,59.2,17,56,NA,NA,NA,NA,65.916667,81.5,15,47.333333,83,4
2/23/16,0.021529,0.038,10,35,37.072727,64.7,20,62,NA,NA,NA,NA,70.079167,83.8,14,22.25,38,6
2/24/16,0.022647,0.044,11,41,31.852174,54.5,21,51,NA,NA,NA,NA,69.2125,82.4,15,19.458333,31,23
2/25/16,0.022588,0.047,10,44,36.208696,53.9,20,50,NA,NA,NA,NA,68.175,83.4,13,27.666667,54,20
2/26/16,0.022,0.04,11,37,39.404348,56.2,12,53,NA,NA,NA,NA,65.129167,81.1,13,44.25,74,23
2/27/16,0.024294,0.048,10,44,29.936364,41.4,9,39,NA,NA,NA,NA,62.808333,74.4,13,63.875,79,23
2/28/16,0.030059,0.053,10,49,24.454545,37.3,21,35,NA,NA,NA,NA,63.654167,75.9,13,73.333333,97,7
2/29/16,0.020941,0.044,11,41,33.481818,49,21,46,NA,NA,NA,NA,64.025,76.3,14,74.208333,97,7
3/1/16,0.013364,0.034,13,31,41.783333,61.3,10,58,NA,NA,NA,NA,64.025,77.3,13,72.083333,98,6
3/2/16,0.019385,0.043,11,40,32.415,58,9,55,NA,NA,NA,NA,61.445833,72.9,13,74.041667,87,23
3/3/16,0.018941,0.032,11,30,30.486957,45.6,11,42,NA,NA,NA,NA,61.545833,73.1,12,73.375,90,3
3/4/16,0.026471,0.036,13,33,23.417391,29.8,13,27,NA,NA,NA,NA,59.870833,68.3,13,76.208333,88,2
3/5/16,0.021412,0.026,9,24,15.565217,26.8,0,25,NA,NA,NA,NA,61.529167,66.2,14,75.333333,92,23
3/6/16,0.031353,0.045,8,42,8.056522,25.3,23,24,NA,NA,NA,NA,59.883333,64.9,12,69.958333,95,5
3/7/16,0.028706,0.041,10,38,15.969565,27.3,5,25,NA,NA,NA,NA,53.783333,58.7,13,65.458333,82,7
3/8/16,0.024235,0.035,10,32,21.268182,39.1,23,37,NA,NA,NA,NA,60.1125,70.8,13,45.375,74,0
3/9/16,0.017353,0.033,10,31,26.272727,35.1,23,33,NA,NA,NA,NA,61.808333,73.3,13,58.041667,77,23
3/10/16,0.016412,0.033,10,31,27.571429,48.5,9,45,NA,NA,NA,NA,64.579167,76.7,12,60.75,80,1
3/11/16,0.027765,0.034,10,31,16.7,27.5,0,25,NA,NA,NA,NA,58.020833,65.6,11,73.791667,90,4
3/12/16,0.024059,0.039,11,36,15.465217,31.9,21,29,NA,NA,NA,NA,56.25,64.8,13,60.125,83,4
3/13/16,0.037059,0.042,11,39,10.482609,22.7,0,21,NA,NA,NA,NA,57.9,64.2,12,70.291667,84,23
3/14/16,0.018176,0.033,10,31,17.321739,34,20,32,NA,NA,NA,NA,62.270833,69.1,13,72.833333,89,6
3/15/16,0.021647,0.041,10,38,27.086364,45.1,21,42,NA,NA,NA,NA,64.504167,79.1,13,60.833333,86,3
3/16/16,0.024941,0.048,10,44,33.917391,57.1,22,54,NA,NA,NA,NA,71.975,85.7,13,35.958333,72,0
3/17/16,0.040412,0.057,11,58,29.278261,42.8,9,40,NA,NA,NA,NA,67.745833,80.6,12,52.375,84,22
3/18/16,0.040235,0.051,10,47,19.656522,32.2,9,30,NA,NA,NA,NA,63.416667,72.1,12,71.708333,87,23
3/19/16,0.037529,0.055,11,51,17.717391,28,23,26,NA,NA,NA,NA,62.533333,72.7,14,74.083333,87,0
3/20/16,0.043176,0.06,11,67,14.76087,24.2,0,23,NA,NA,NA,NA,61.033333,72.2,13,79.166667,94,3
3/21/16,0.022118,0.03,11,28,17.417391,27.2,23,25,NA,NA,NA,NA,60.716667,69.8,13,74.916667,89,3
3/22/16,0.037235,0.046,9,43,14.031818,36.3,6,34,NA,NA,NA,NA,62.145833,69.4,15,40.666667,79,3
3/23/16,0.023059,0.044,10,41,25.8,46.5,20,43,NA,NA,NA,NA,63.825,75.3,13,30.541667,55,5
3/24/16,0.023706,0.045,10,42,28.356522,47,21,44,NA,NA,NA,NA,66.9625,79.6,13,28.25,45,23
3/25/16,0.031353,0.045,11,42,27.043478,41.9,7,39,NA,NA,NA,NA,65.154167,76.2,12,47.416667,81,23
3/26/16,0.040353,0.057,10,58,17.430435,32.4,22,30,NA,NA,NA,NA,64.179167,75,12,67.583333,84,5
3/27/16,0.047824,0.056,11,54,9.186957,13,10,12,NA,NA,NA,NA,63.145833,72,13,72.333333,86,3
3/28/16,0.033059,0.042,10,39,10.445455,20.6,6,19,NA,NA,NA,NA,59.141667,62.5,11,63.708333,81,8
3/29/16,0.028059,0.039,9,36,15.645455,30,5,28,NA,NA,NA,NA,54.933333,62,13,51.75,65,23
3/30/16,0.024588,0.04,11,37,15.872727,36.7,22,34,NA,NA,NA,NA,56.266667,64,13,55.666667,69,23
3/31/16,0.028765,0.041,11,38,20.152174,31.8,6,29,NA,NA,NA,NA,59.1875,68.4,11,56.166667,77,22
4/1/16,0.029824,0.046,11,43,19.769565,36.8,23,34,NA,NA,NA,NA,61.454167,70.8,12,63.25,77,0
4/2/16,0.034529,0.06,11,67,24.043478,37.6,23,35,NA,NA,NA,NA,65.05,75,11,61.166667,81,4
4/3/16,0.032647,0.06,10,67,21.786957,37.6,21,35,NA,NA,NA,NA,65.783333,78.1,11,56.583333,78,3
4/4/16,0.027176,0.051,11,47,27.254545,49.2,22,46,NA,NA,NA,NA,67.229167,78,12,50.791667,74,4
4/5/16,0.040118,0.062,12,74,33.327273,45.5,11,42,NA,NA,NA,NA,70.183333,85.7,14,42.833333,67,23
4/6/16,0.027412,0.046,10,43,27.286364,41.9,11,39,NA,NA,NA,NA,67.858333,88.6,11,57.166667,77,4
4/7/16,0.020412,0.027,16,25,26.440909,48,9,45,NA,NA,NA,NA,63.429167,68.1,10,68.583333,82,22
4/8/16,0.020647,0.027,10,25,18.527273,33.1,2,31,NA,NA,NA,NA,59.920833,61.1,9,86.208333,93,17
4/9/16,0.019118,0.031,9,29,12.272727,22.1,23,21,NA,NA,NA,NA,60.679167,63.8,14,78.375,88,0
4/10/16,0.026412,0.039,10,36,11.922727,28.2,23,26,NA,NA,NA,NA,62.083333,66.9,13,68.208333,81,5
4/11/16,0.032,0.041,10,38,14.180952,26.4,22,25,NA,NA,NA,NA,63.895833,70.9,13,66.708333,83,3
4/12/16,0.028571,0.037,10,34,15.942857,29.5,0,27,NA,NA,NA,NA,63.241667,71.7,11,66.25,82,4
4/13/16,0.033214,0.042,11,39,14.67619,30.8,0,28,NA,NA,NA,NA,62.329167,70.3,12,70.125,81,2
4/14/16,0.037588,0.045,22,42,17.340909,27.2,6,25,NA,NA,NA,NA,63.233333,70,13,62.5,85,3
4/15/16,0.037824,0.049,9,45,12.095652,31.5,23,29,NA,NA,NA,NA,69.4375,78.3,14,22.75,41,6
4/16/16,0.030176,0.052,10,48,22.526087,42.3,0,40,NA,NA,NA,NA,72.0125,80.8,13,16.416667,29,23
4/17/16,0.040588,0.065,11,84,19.265217,38.8,0,36,NA,NA,NA,NA,72.558333,86.5,12,22.791667,43,4
4/18/16,0.036176,0.062,11,74,29.569565,53.6,22,50,NA,NA,NA,NA,74.05,86.8,12,22.541667,35,2
4/19/16,0.036353,0.064,11,80,32.436364,53.5,22,50,NA,NA,NA,NA,75.141667,87.1,12,23.333333,35,20
4/20/16,0.031941,0.057,11,58,30.518182,53.3,22,50,NA,NA,NA,NA,73.1875,84.6,12,21.458333,35,22
4/21/16,0.025412,0.041,10,38,23.786364,45.4,9,42,NA,NA,NA,NA,68.929167,78.9,12,36.25,71,23
4/22/16,0.030235,0.036,10,33,13.090909,25.2,5,24,NA,NA,NA,NA,64.475,70.5,11,64.208333,79,2
4/23/16,0.033941,0.053,10,49,13.717391,27,20,25,NA,NA,NA,NA,65.9125,73.9,17,50.583333,78,3
4/24/16,0.044824,0.056,10,54,10.781818,26.9,1,25,NA,NA,NA,NA,63.9625,71.5,13,58.666667,70,3
4/25/16,0.040353,0.049,11,45,10.827273,37.5,5,35,NA,NA,NA,NA,60.416667,65.8,9,50.166667,72,3
4/26/16,0.041235,0.055,11,51,13.7,21.7,5,20,NA,NA,NA,NA,60.4125,68.5,13,50.375,64,23
4/27/16,0.038706,0.046,9,43,14.913636,35.5,5,33,NA,NA,NA,NA,61.066667,67.6,10,57.666667,72,19
4/28/16,0.035706,0.045,8,42,11.9,26,5,25,NA,NA,NA,NA,60.475,67.8,13,58.875,73,21
4/29/16,0.035882,0.045,10,42,12.645455,23.1,5,22,NA,NA,NA,NA,60.641667,67.7,13,65.375,77,23
4/30/16,0.035471,0.049,10,45,10.008696,18.8,23,17,NA,NA,NA,NA,60.883333,66.2,11,63.916667,81,4
5/1/16,0.036353,0.051,8,47,9.713043,22.8,0,21,NA,NA,NA,NA,62.216667,71.1,14,66.5,79,23
5/2/16,0.030941,0.05,10,46,15.873913,27.3,8,25,NA,NA,NA,NA,63.833333,72.5,12,67.375,84,5
5/3/16,0.034294,0.055,10,51,20.225,41.5,8,39,NA,NA,NA,NA,65.754167,78,12,65.583333,84,20
5/4/16,0.036412,0.042,10,39,14.304348,26.2,2,25,NA,NA,NA,NA,61.5375,68.7,12,73.625,86,5
5/5/16,0.027,0.033,11,31,9.747826,22.7,7,21,NA,NA,NA,NA,61.875,65.6,14,62.5,74,1
5/6/16,0.025882,0.033,11,31,12.569565,22.8,7,21,NA,NA,NA,NA,60.333333,63.8,13,72.125,86,3
5/7/16,0.028353,0.04,9,37,11.156522,26.6,0,25,NA,NA,NA,NA,61.2125,66.4,12,67.708333,86,3
5/8/16,0.030176,0.039,9,36,8.747826,20.8,1,19,NA,NA,NA,NA,61.191667,67.2,13,67.625,80,23
5/9/16,0.031143,0.038,12,35,11.633333,21.8,8,20,NA,NA,NA,NA,61.304167,67.6,14,71.416667,84,4
5/10/16,0.037353,0.042,12,39,13.804545,24,6,23,NA,NA,NA,NA,61.466667,70.5,14,73.083333,84,3
5/11/16,0.040125,0.047,11,44,9.518182,18,11,17,NA,NA,NA,NA,62.925,72.3,12,73.791667,86,23
5/12/16,0.029625,0.044,8,41,15.227778,32.8,10,30,NA,NA,NA,NA,65.05,74.5,11,71.708333,87,1
5/13/16,0.046118,0.056,12,54,14.59,23.8,9,22,NA,NA,NA,NA,65.966667,78.7,13,71.833333,87,5
5/14/16,0.037,0.043,10,40,9.777273,16,8,15,NA,NA,NA,NA,64.808333,70,13,69.625,77,0
5/15/16,0.032412,0.042,10,39,6.977273,16.3,23,15,NA,NA,NA,NA,64.529167,69.7,13,67.708333,78,23
5/16/16,0.0355,0.04,12,37,12.1,22.9,7,21,NA,NA,NA,NA,64.325,69.5,14,68.75,76,0
5/17/16,0.042357,0.048,10,44,8.933333,16.1,7,15,NA,NA,NA,NA,64.866667,70.8,13,69.25,80,3
5/18/16,0.035929,0.043,10,40,9.766667,21.2,7,20,NA,NA,NA,NA,64.083333,69.6,11,73.75,83,0
5/19/16,0.040571,0.045,12,42,12.633333,21.4,10,20,NA,NA,NA,NA,64.216667,72.1,14,74.125,82,3
5/20/16,0.035857,0.044,9,41,10.271429,23,6,22,NA,NA,NA,NA,61.741667,67.1,12,63.833333,78,4
5/21/16,0.031714,0.041,10,38,10.119048,22.8,22,21,NA,NA,NA,NA,61.0875,65.8,13,58.583333,75,4
5/22/16,0.035,0.044,10,41,7.409524,19.8,0,18,NA,NA,NA,NA,62.041667,69,12,56.75,70,22
5/23/16,0.034643,0.039,9,36,11.109524,22.9,5,21,NA,NA,NA,NA,62.708333,69.6,13,61.041667,74,22
5/24/16,0.027714,0.033,9,31,9.361905,20.9,6,19,NA,NA,NA,NA,62.079167,68.3,13,65,78,2
5/25/16,0.026143,0.034,10,31,9.052381,19,2,18,NA,NA,NA,NA,61.629167,67.1,15,62.708333,77,4
5/26/16,0.031286,0.037,10,34,11.947619,23.1,0,22,NA,NA,NA,NA,62.9375,70.1,13,63.875,76,1
5/27/16,0.036941,0.047,11,44,12.636364,22.9,2,21,NA,NA,NA,NA,63.866667,72.7,12,69.625,82,4
5/28/16,0.040882,0.048,10,44,8.978261,16.6,0,15,NA,NA,NA,NA,63.641667,71.2,13,71.5,78,0
5/29/16,0.039824,0.047,9,44,6.134783,8.4,9,8,NA,NA,NA,NA,63.370833,69.8,13,68.75,80,1
5/30/16,0.042412,0.05,11,46,6.869565,10.7,5,9,NA,NA,NA,NA,63.216667,71.1,13,72.583333,84,2
5/31/16,0.035588,0.045,11,42,15.759091,28.3,8,26,NA,NA,NA,NA,64.433333,73.1,13,75.166667,87,1
6/1/16,0.040059,0.051,11,47,16.090909,26.1,8,25,NA,NA,NA,NA,66.220833,74.5,13,73.541667,82,21
6/2/16,0.034059,0.063,10,77,19.490909,39.2,23,37,NA,NA,NA,NA,70.504167,81.1,12,65.416667,82,4
6/3/16,0.056294,0.078,11,126,27.427273,42.4,9,40,NA,NA,NA,NA,71.779167,89.9,15,66.291667,92,5
6/4/16,0.046941,0.074,10,112,18.854545,37.4,9,35,NA,NA,NA,NA,69.091667,80.9,14,69.666667,89,23
6/5/16,0.034412,0.046,10,43,9.413636,18.5,2,17,NA,NA,NA,NA,63.445833,70.8,12,76.25,90,4
6/6/16,0.030824,0.037,10,34,13.581818,23.9,9,22,NA,NA,NA,NA,64.354167,74.9,14,72.291667,88,1
6/7/16,0.033412,0.041,10,38,13.459091,21.8,6,20,NA,NA,NA,NA,65.454167,75.5,13,70.666667,85,0
6/8/16,0.036786,0.049,11,45,14.971429,23.5,22,22,NA,NA,NA,NA,66.95,77.6,13,70.791667,85,1
6/9/16,0.035643,0.042,11,39,16.625,32.1,0,30,NA,NA,NA,NA,65.925,72,14,77.25,85,2
6/10/16,0.030714,0.039,10,36,15.833333,21.9,5,20,NA,NA,NA,NA,68.029167,78.1,14,71.625,85,4
6/11/16,0.028571,0.029,10,27,7.447619,12.3,9,11,NA,NA,NA,NA,64.55,67.1,13,74.25,88,10
6/12/16,0.036857,0.041,10,38,6.547619,9.4,9,8,NA,NA,NA,NA,65.241667,71.2,15,67.208333,75,6
6/13/16,0.033714,0.038,9,35,8.257143,15.1,2,14,NA,NA,NA,NA,63.641667,69.9,13,71.375,82,20
6/14/16,0.038714,0.045,12,42,13.87619,22.6,11,21,NA,NA,NA,NA,63.929167,72,13,72.916667,82,0
6/15/16,0.033857,0.044,10,41,13.138095,28.1,22,26,NA,NA,NA,NA,65.670833,71.5,14,65.333333,76,0
6/16/16,0.040714,0.052,11,48,16.690476,33.1,0,31,NA,NA,NA,NA,67.275,74.5,11,55.666667,75,3
6/17/16,0.037882,0.074,10,112,26.154545,40.1,22,38,NA,NA,NA,NA,73.375,84.3,12,43.708333,64,0
6/18/16,0.030941,0.06,10,67,23.843478,45,9,42,NA,NA,NA,NA,78.366667,88.5,11,37.75,62,0
6/19/16,0.032471,0.066,9,87,20.178261,47.6,23,44,NA,NA,NA,NA,86.270833,97.4,16,23.041667,39,23
6/20/16,0.042882,0.071,10,101,24.430435,41.7,9,39,NA,NA,NA,NA,88.629167,102,16,26.75,63,23
6/21/16,0.021429,0.037,9,34,17.27619,30.7,21,28,NA,NA,NA,NA,77.258333,85.6,11,56.125,71,23
6/22/16,0.031471,0.045,10,42,16.054545,28.6,7,26,NA,NA,NA,NA,72.966667,84.5,13,66.541667,88,5
6/23/16,0.031706,0.045,10,42,13.859091,18.4,9,17,NA,NA,NA,NA,71.675,79.4,13,68.041667,83,2
6/24/16,0.032353,0.045,10,42,17.522727,24.5,7,23,NA,NA,NA,NA,70.325,78.4,14,70.916667,86,4
6/25/16,0.047714,0.063,10,77,13.390476,21.9,9,20,NA,NA,NA,NA,72.25,81.1,12,65.833333,81,1
6/26/16,0.040294,0.061,10,71,11.659091,19.1,9,18,NA,NA,NA,NA,73.225,83.3,12,68,82,3
6/27/16,0.049071,0.065,11,84,22.114286,36.2,9,34,NA,NA,NA,NA,77.104167,90.9,14,64,77,1
6/28/16,0.039647,0.057,10,58,18.881818,36.9,10,34,NA,NA,NA,NA,75.041667,86.2,10,68.5,81,4
6/29/16,0.039786,0.056,10,54,17.742857,36.2,8,34,NA,NA,NA,NA,74.354167,86.4,11,67.583333,85,3
6/30/16,0.040429,0.053,10,49,16.604762,28.6,8,26,NA,NA,NA,NA,73.1,82,13,67.541667,83,3
7/1/16,0.032714,0.043,9,40,14.219048,22.3,7,21,NA,NA,NA,NA,72.158333,79.3,13,68.416667,81,2
7/2/16,0.0365,0.047,10,44,9.814286,13.8,7,12,NA,NA,NA,NA,70.3,80.5,12,65.666667,80,23
7/3/16,0.0365,0.044,9,41,7.571429,11.9,2,10,NA,NA,NA,NA,68.566667,75.9,11,67.458333,80,23
7/4/16,0.037286,0.041,9,38,4.352381,5.9,21,5,NA,NA,NA,NA,67.775,73,13,70.333333,80,0
7/5/16,0.038286,0.047,10,44,9.463158,20.9,9,19,NA,NA,NA,NA,69.095833,76.7,12,66.75,83,23
7/6/16,0.036455,0.048,10,44,8.925,16.9,6,15,NA,NA,NA,NA,68.7875,77.6,12,69.375,83,0
7/7/16,0.038286,0.051,10,47,12.057143,22.7,7,21,NA,NA,NA,NA,70.2125,80.3,12,68,83,0
7/8/16,0.0341,0.054,11,50,11.466667,20.1,6,19,NA,NA,NA,NA,70.65,81.2,12,68.958333,84,3
7/9/16,0.041714,0.059,10,64,14.171429,22.7,2,21,NA,NA,NA,NA,72.095833,81.8,14,67.416667,82,0
7/10/16,0.035071,0.052,9,48,9.685714,17.6,0,16,NA,NA,NA,NA,72.6125,81.3,13,65.125,84,4
7/11/16,0.041857,0.05,11,46,11.27619,19.4,0,18,NA,NA,NA,NA,72.641667,80.6,12,62.916667,81,3
7/12/16,0.037909,0.05,10,46,10.8875,19.6,0,18,NA,NA,NA,NA,71.366667,78.7,12,66.125,80,23
7/13/16,0.037235,0.062,10,74,13.97619,24.7,9,23,NA,NA,NA,NA,72.320833,83.7,12,67.875,83,4
7/14/16,0.036588,0.053,10,49,14.765217,32.4,9,30,NA,NA,NA,NA,72.083333,82.5,11,68.916667,88,23
7/15/16,0.037,0.051,11,47,14.782609,31.3,6,29,NA,NA,NA,NA,70.770833,81.8,12,70.375,87,0
7/16/16,0.040118,0.056,10,54,9.047826,15.2,9,14,NA,NA,NA,NA,70.3875,82.2,12,69.25,84,0
7/17/16,0.037235,0.052,9,48,7.556522,10.8,10,9,NA,NA,NA,NA,70.091667,80.8,12,68.875,85,4
7/18/16,0.036529,0.058,10,61,15.05,29.9,9,27,NA,NA,NA,NA,72.454167,84.6,13,65.083333,82,1
7/19/16,0.029529,0.054,10,50,16.168182,30.2,9,28,NA,NA,NA,NA,74.375,82.9,13,60.25,85,3
7/20/16,0.031882,0.061,10,71,25.304545,48.1,9,45,NA,NA,NA,NA,78.625,90.3,11,47.916667,70,3
7/21/16,0.027412,0.049,10,45,28.459091,55,9,52,NA,NA,NA,NA,80.633333,94.3,12,41.333333,57,3
7/22/16,0.033412,0.069,10,97,32.4,61.4,9,58,NA,NA,NA,NA,83.129167,96,11,38.541667,55,4
7/23/16,0.030588,0.061,9,71,24.75,44.4,0,42,NA,NA,NA,NA,81.779167,97,11,48.208333,68,4
7/24/16,0.028176,0.05,10,46,16.668182,35.1,1,33,NA,NA,NA,NA,79.816667,91.1,16,50.583333,80,23
7/25/16,0.039929,0.051,10,47,16.37619,32.5,9,30,NA,NA,NA,NA,79.1625,91.5,12,56.833333,81,2
7/26/16,0.036143,0.05,9,46,12.77619,26.4,7,25,NA,NA,NA,NA,78.4625,88.2,13,54.833333,76,0
7/27/16,0.032571,0.044,9,41,15.647619,33.8,8,31,NA,NA,NA,NA,78.841667,90.2,12,54.041667,77,3
7/30/16,0.023933,0.044,9,41,15.58,25.4,1,24,NA,NA,NA,NA,77.716667,87,13,63.541667,81,4
7/31/16,0.028294,0.043,9,40,7.347826,16.9,0,15,NA,NA,NA,NA,76.108333,86.2,12,66.416667,82,4
8/1/16,0.028059,0.041,10,38,10.930435,21.3,9,20,NA,NA,NA,NA,74.8,84.9,12,65.5,82,5
8/2/16,0.029882,0.048,10,44,12.409091,27.3,10,25,NA,NA,NA,NA,73.0875,85.6,12,67.208333,81,1
8/3/16,0.03,0.041,10,38,11.058333,18.4,9,17,NA,NA,NA,NA,74.108333,83.3,14,66.708333,81,23
8/4/16,0.033294,0.048,10,44,12.458333,22.4,9,21,NA,NA,NA,NA,73.2375,82.5,11,67.875,82,0
8/5/16,0.030176,0.045,10,42,12.029167,22.6,9,21,NA,NA,NA,NA,72.145833,79.9,13,69.375,80,1
8/6/16,0.035706,0.047,11,44,10.0625,20.1,5,19,NA,NA,NA,NA,70.270833,79,12,71.375,82,22
8/7/16,0.037824,0.053,10,49,8.05,13.8,9,12,NA,NA,NA,NA,71.179167,79.4,12,71.916667,82,0
